,scr_selcode,sub_name,scr_period
2833,1001,工程測量,(四)08-09 忠203 李樹莊
2834,1005,施工學,(四)11-12 忠501 許宏丞
2835,1012,高等混凝土學,(四)02-04 土501 廖為忠
2836,1018,非線性計算力學與實驗,(四)11-13 土501 蔡崇興
2837,4308,防救災管理,(四)07-09 土515 張智元
2838,1027,計算機程式,"(四)03-04 土302(電腦實習室) 廖清標,陳柏蒼"
2839,1034,計算機程式,"(四)06-07 土302(電腦實習室) 廖清標,陳柏蒼"
2840,1037,應用力學,(四)08-09 土402A (五)03     忠208 蘇惠珍
2841,1043,測量學(二),(四)03-04 土509 王傳益
2842,1051,集水區經營,"(四)02-04 土B03 葉昭憲,吳俊鋐"
2843,1072,坡地保育規劃與設計,(四)06-08 忠309 吳俊鋐
2844,1075,水文分析與模式應用,(四)02-04 土B10 陳憲宗
2845,1082,英文書報討論(二),(四)06     土402A 葉昭憲
2846,1086,生態水理學,(四)02-04 土514 蘇惠珍
2847,2462,車輛碰撞學實習,(四)10     紀104 葉名山
2848,2464,統計學(二),(四)02-04 紀409 艾嘉銘
2849,2466,經濟學,(四)07-09 紀409 溫傑華
2850,2468,微積分(二)實習,(四)05     紀409
2851,2472,車輛碰撞學,(四)07-09 紀209B 葉名山
2852,2476,統計學(二)實習,(四)05     紀209B
2853,2479,微積分(二)實習,(四)10     紀209B
2854,2485,作業研究,(四)02-04 紀209B 吳沛儒
2855,2486,作業研究實習,(四)10     行政二館105-電腦實室
2856,2490,視窗程式,(四)08-09 紀207(電腦實習室) 陳朝輝
2857,2494,作業研究,(四)08-10 紀105 吳沛儒
2858,2496,空運規劃與管理,(四)02-04 忠303 陳方元
2859,2505,駕駛行為,(四)06-07 紀105 楊宗璟
2860,2507,專業外語,(四)01-02 忠308 王鈺琪
2861,2509,智慧物流,(四)03-05 忠308 蘇昭銘
2862,2524,公路養護,(四)11-13 忠309 徐耀賜
2863,2516,專業外語,(四)01-02 忠203 陳函瞳
2864,2519,運輸安全,(四)03-04 忠203 楊宗璟
2865,2539,交通工程與控制,(四)07-09 紀412 徐耀賜
2866,2541,運輸管理,(四)02-04 紀412 曾柏興
2867,1641,空間決策支援系統,(四)06-08 忠418 邱景升
2868,1875,製圖學,(四)02-04 紀207(電腦實習室) 徐逸祥
2869,1883,地景規劃與調查,(四)02-04 建301 莊永忠
2870,1884,工程測量學,(四)06-08 忠501 陳鴻智
2871,1901,微積分(一)實習,(四)10     理409
2872,1902,微積分(一),(四)08-09 理409 陳裕益
2873,1909,敷地計劃,(四)02-04 忠405(都計製圖室) 林映辰
2874,1910,土地法,(四)06-08 紀111 何彥陞
2875,1913,空間資訊分析方法,(四)06-08 資電125(電腦實習室) 林映辰
2876,1919,都市財政分析,(四)02-04 紀103 蔡孟澤
2877,1925,環境規劃與設計,"(四)01-03 忠206 周宜強,羅榮鑫"
2878,2550,民法(二),(四)02-04 人B116A 王珍玲
2879,2567,區域與都市計劃,(四)02-04 紀209A 謝靜琪
2880,2580,住宅計劃,"(四)06-07 紀209A 鍾懿萍,謝錦龍"
2881,2584,行政法,(四)08-10 紀209A 辛年豐
2882,2571,土地經濟學(二),"(四)02-04 紀105 陳建元,沈明展"
2883,2572,土地經濟學(二)實習,(四)01     紀105
2884,2588,土地登記,"(四)03-04 紀110 何彥陞,吳存金"
2885,2599,民營遊樂區經營管理,(四)06-07 紀104 楊文燦
2886,2594,土地登記,"(四)01-02 紀104 何彥陞,吳存金"
2887,2595,不動產估價實務,"(四)08-10 紀103 張梅英,楊祥銘"
2888,2611,專題討論(一),"(四)06-07 紀108 楊賀雯,陳建元"
2889,2615,不動產開發與管理,"(四)02-04 紀108 鍾懿萍,楊賀雯"
2890,2617,國際不動產,"(四)08-10 紀108 劉學龍,朱南玉"
2891,1854,系統動力學特論,(四)02-04 紀405A 楊朝仲
2892,0884,研究方法,(四)03-04 紀406B 黃智彥
2893,0887,數位景觀與環境模擬,(四)07-09 忠407(都計電腦室) 沈揚庭
2894,0900,大學國文(二),(四)11-12 忠308 彭妙卿
2895,0903,電腦程式應用,(四)13-14 土302(電腦實習室) 林威延
2896,0913,結構學,(四)11-13 土B03 廖為忠
2897,0919,飛灰混凝土,(四)11-12 土B10 蘇人煇
2898,0926,BIM專案排程整合模擬與實作,(四)11-12 土302(電腦實習室) 邱子萍
2899,0940,都市防災規劃,"(四)11-13 人B120A 雷祖強,曾文成,莊永忠"
2900,1984,投資學,(四)06-08 商401 呂瑞秋
2901,0232,微積分(二),(四)06-08 語304 黃新峰
2902,0238,會計學(二)實習,(四)06-07 忠208 張巧旻
2903,0240,微積分(二),(四)08-10 理402 何振豐
2904,0246,會計學(二)實習,(四)08-09 人603
2905,0247,微積分(二)實習,(四)06-07 人603
2906,0253,財務管理(二),(四)08-10 商302 楊明晶
2907,0275,政治經濟學,(四)06-07 商106 王謙
2908,0276,財務金融數量方法,(四)11-13 商206 陳麗君
2909,0260,財務管理(二)實習,(四)01     建305
2910,0263,統計學(二),(四)02-04 建305 劉峰旗
2911,0273,總體經濟學,(四)02-04 語304 羅仙法
2912,0281,計量經濟學,(四)02-04 語307 陳麗君
2913,0288,專業外語,(四)01-02 商406 唐西恩
2914,0305,財務風險管理,(四)07-09 商403 許溪南
2915,0307,就業準備與職場倫理,(四)02-04 語102 徐慧敏
2916,0314,論文研討(二),(四)07-08 商512 謝依婷
2917,0315,固定收益型有價證券,(四)02-04 商512 陳清和
2918,0322,量化資產配置與風險管理方法,"(四)02-04 商1215 洪偉峰,劉炳麟"
2919,0327,會計學(二)實習,(四)08-09 資電511 廖偉嘉
2920,0329,微積分(二),(四)02-04 理402 何振豐
2921,0334,會計學(二)實習,(四)06-07 資電511 廖偉嘉
2922,0335,微積分(二)實習,(四)08-09 忠B05
2923,0343,統計學(二)實習,(四)03-04 語405 李潔
2924,0349,統計學(二)實習,(四)08-09 語207 李潔
2925,0355,風險理財,(四)02-04 語204 張吉宏
2926,0362,保險監理,(四)07-09 商204 吳瑞雲
2927,0371,壽險保單設計,(四)02-04 語206 郭長榮
2928,0376,壽險精算專題(二),(四)02-04 商1009 宮可倫
2929,0387,財產保險研究(三),(四)07-09 商1007 江朝峯
2930,4310,管理心理學,(四)02-04 商1007 康裕民
2931,1992,財務管理,(四)02-04 商613 謝依婷
2932,2006,微積分(二),(四)06-08 語301 林彩玉
2933,2009,財務數量方法,(四)01     商301(電腦實習室) (四)02-03 商304 莊明哲
2934,2011,統計學(二)實習,(四)08-09 商205 楊子萱
2935,2020,文明變遷,(四)03-04 人407 郭錫陽
2936,2024,預測分析,(四)02-04 行政二館105-電腦實室 梁穎誼
2937,3014,班級活動,"(四)05     人204 王漢民,梁辰睿"
2938,3015,創新管理,"(四)02-04 人204 (四)06     人204 黃瓊如,梁辰睿,李沛錞"
2939,3019,班級活動,(四)02     人B117A 林立謙
2940,3021,MATLAB程式設計,(四)03-04 資電248 林立謙
2941,3026,班級活動,(四)07     人B117A 辛紹志
2942,3037,創新專題(2),"(四)06-08 商301(電腦實習室) 劉峰旗,吳如娟"
2943,3044,管理會計,(四)02-04 人B120A 翁慈青
2944,3046,亞裔美國史(二),(四)11-13 人204 廖晏萱
2945,0011,建築設計(二),(四)01     忠516(建製圖室) (四)01     忠703(建素描室) (四)01     忠804 (四)02     忠516(建製圖室) (四)02     忠703(建素描室) (四)02     忠804 (四)03     忠516(建製圖室) (四)03     忠703(建素描室) (四)03     忠804 (四)04     忠516(建製圖室) (四)04
2946,0021,建築構造,(四)06-08 忠307 王福君
2947,0027,景觀概論,(四)03-04 忠204 李英弘
2948,1094,班級活動,(四)06     忠303 宋玉真
2949,1103,建築環境模擬評估,(四)08-09 忠611(電腦實習室) 林衍良
2950,1106,3D設計軟體之應用,(四)11-12 忠611(電腦實習室) 沈揚庭
2951,1096,班級活動,(四)06     忠308 蕭俊碩
2952,1097,建築結構系統,(四)03-04 忠501 林昌明
2953,1107,班級活動,(四)10     忠203 沈揚庭
2954,1110,都市設計概論,(四)08-09 忠305 鄭建科
2955,1111,都市計劃學,(四)06-07 忠305 劉為光
2956,1108,班級活動,(四)10     忠501 劉為光
2957,4396,建築趨勢論,"(四)03-04 資電B04 盛郁庭,恰貢卡洛斯"
2958,1124,參與式設計專論,(四)02-04 忠712 劉為光
2959,0860,藝術概論,(四)11-12 忠208 林建榮
2960,0866,設計史(一),(四)11-12 忠209 曾健洲
2961,0868,室內風水與環境解析,(四)13-14 忠209 林凱偉
2962,0872,材料與構造,(四)13-14 忠303 王文楷
2963,0875,施工估價,(四)11-12 忠303 陳大容
2964,0882,設計倫理,(四)11-12 忠310 王文楷
2965,1936,鞋履設計(二),(四)06-08 忠B06 丘紀堇
2966,1937,設計美學專論,(四)03-04 忠B06 丘紀堇
2967,3049,刑法概要,(四)06-07 商302 張格明
2968,3051,導遊與領隊實務,(四)08-09 紀104 彭西鄉
2969,3053,飛航實務概論,(四)11-12 科航202 黃柏文
2970,3058,菁英英語專題討論,(四)11-12 資電102 何倫佳
2971,3092,日文(二),(四)06-07 人403 張雪玉
2972,3095,日文(二),(四)03-04 科航203 林盈萱
2973,3096,日文(二),(四)06-07 人507 林盈萱
2974,3102,日文(二),(四)03-04 資電107 陳俊廷
2975,3103,日文(二),(四)08-09 資電515 陳雅暄
2976,3109,日語讀解,(四)08-09 人501 張雪玉
2977,3117,科技英文閱讀 (二),(四)03-04 忠307 羅珮瑄
2978,3118,科技英文閱讀 (二),(四)06-07 忠304 羅珮瑄
2979,3126,法文(二),(四)06-07 人701 斐克禮
2980,3130,英語會話(二),(四)06-07 人706 蔚賾休
2981,3141,管理類專案管理理論與實務,"(四)06-07 忠203 蔡勝男,朱南玉"
2982,3143,生質氫能與應用,"(四)11-13 忠210 賴奇厚,呂晃志"
2983,3146,物聯網感測電路設計,(四)11-13 資電107 陳家豪
2984,3152,成衣材料及後處理加工,(四)02-04 忠211 王祖淼
2985,3155,鞋類產業專題講座,(四)08-10 學219(第九國會廳) 魏麗慧
2986,3158,軌道營運與管理,(四)11-13 商207 萬惠頤
2987,3160,技術鑑價與移轉,(四)07-09 商501 顏上詠
2988,3161,人生哲學,(四)06-07 人405 經觀榮
2989,3162,人生哲學,(四)08-09 人405 經觀榮
2990,3167,中國文物欣賞,(四)03-04 人501 戴瑞坤
2991,3171,詩詞欣賞,(四)03-04 人504 彭妙卿
2992,3178,倫理價值與生命哲學,(四)06-07 人601 黃登煌
2993,3179,倫理價值與生命哲學,(四)08-09 人601 黃登煌
2994,3181,文學與生活,(四)03-04 人507 余美玲
2995,3182,文學、電影DIY,(四)03-04 資電222(第三國會廳) 王祥齡
2996,3183,文學、電影DIY,(四)08-09 資電222(第三國會廳) 王祥齡
2997,3193,宗教與人生,"(四)08-09 人707 鄭保村,曹嶸,陳善瑜"
2998,3204,應用文,(四)06-07 人707 陳柏全
2999,3211,向儒道思想學情緒管理,(四)05-06 語101 王祖淼
3000,3213,台灣環境與永續生活,(四)03-04 人705 鄭ð ·翰
3001,4336,台灣文學,(四)08-09 人606 黃仁杰
3002,3218,生活中之物理,(四)03-04 理101 林泰生
3003,3219,皮膚保養醫學,(四)08-09 人505 陳怡如
3004,3224,生活中的毒化物,(四)06-07 語404 簡正一
3005,3243,醫學與人生,(四)06-07 人703 吳三源
3006,3245,材料與生活,(四)08-09 學104 呂晃志
3007,3248,食品加工的秘密,(四)08-09 人604 朱正永
3008,3250,中華民國憲法,(四)01-02 人401 林賢治
3009,3260,公民社會的政策參與,(四)08-09 人B119A 蔡振志
3010,3261,智慧財產之保護與實務,(四)03-04 人403 葉德輝
3011,3264,教育的理論與實踐,(四)01-02 人703 楊裕仁
3012,3265,教育的理論與實踐,(四)03-04 人703 楊裕仁
3013,3268,民法實用,(四)08-09 人507 劉南英
3014,4377,智慧財產之保護與實務,(四)01-02 人403 葉德輝
3015,3288,初階智慧型創新,(四)06-07 忠201 宋明弘
3016,3289,初階智慧型創新,(四)08-09 忠201 宋明弘
3017,3293,專案管理基礎知識培養,(四)08-09 人402 蔡勝男
3018,3296,智慧的天空之眼,(四)08-09 人602 郭靜怡
3019,3300,創業與創新,(四)03-04 人506 蔡勝男
3020,3302,卓越領導力,(四)03-04 紀104 翟本瑞
3021,3313,倫理價值與生命哲學,(四)11-12 資電104 黃登煌
3022,3321,生命科學,(四)11-12 行政二館205(視聽室) 葉怡巖
3023,3322,生態環境保育,(四)13-14 商106 施漢鵬
3024,3332,智慧城市實務分析,(四)11-12 行政二館104-電腦實室 郝振宇
3025,3333,氣候變遷對臺灣之衝擊,(四)13-14 資電104 黃志偉
3026,3335,地方自治,(四)13-14 商104 李昌麟
3027,3336,個人資料保護法,(四)13-14 科航206 劉南英
3028,3338,智慧財產之保護與實務,(四)11-12 商402 蔡宜宏
3029,3341,大陸問題研究,(四)11-12 資電402 李昌麟
3030,3343,消費者保護法,(四)11-12 科航206 劉南英
3031,3349,表演與劇場,(四)11-12 人1003(通識沙龍) 郎亞玲
3032,4370,亞洲共同體－亞洲文學及藝術之創意與表達,"(四)11-12 人B118A 朱文光,余風"
3033,4373,人工智慧與未來挑戰,(四)11-12 人202 翟本瑞
3034,3362,體育－健康與塑身,(四)01-02 體館205 鄭清榮
3035,3363,體育－健康與塑身,(四)03-04 體館205 鄭清榮
3036,3366,體育－攀岩,(四)08-09 體館131 張宜正
3037,3369,體育－瑜珈,(四)03-04 體館202(第二舞蹈室) 吳蕙米
3038,3370,體育－瑜珈,(四)06-07 體館202(第二舞蹈室) 劉品坊
3039,3373,體育－飛輪有氧,(四)01-02 體館601 沙部魯比
3040,3374,體育－飛輪有氧,(四)03-04 體館601 汪在莒
3041,3389,體育－桌球,(四)03-04 電通B03 張世沛
3042,3390,體育－桌球,(四)06-07 電通B03 黃建賓
3043,3391,體育－桌球,(四)08-09 電通B03 黃建賓
3044,3400,體育－硬式網球,(四)06-07 體124 劉佳哲
3045,3415,體育－籃球,(四)01-02 體館101(多功能球場) 張景星
3046,3416,體育－籃球,(四)03-04 體館101(多功能球場) 林金杉
3047,3417,體育－籃球,(四)06-07 體館101(多功能球場) 盧廷峻
3048,3418,體育－籃球,(四)08-09 體館101(多功能球場) 盧廷峻
3049,3419,體育－爵士韻律流行舞,(四)06-07 體館201(第一舞蹈室) 郭春芍
3050,3423,體育－防身術,(四)01-02 體館201(第一舞蹈室) 陳培季
3051,3427,體育－羽球,(四)01-02 體館301 張世沛
3052,3428,體育－羽球,(四)03-04 體館301 黃正一
3053,3429,體育－羽球,(四)06-07 體館301 趙宸紳
3054,3430,體育－羽球,(四)08-09 體館301 黃正一
3055,3434,體育－韻律舞蹈,(四)08-09 體館202(第二舞蹈室) 郭春芍
3056,3444,體育－飛輪有氧,(四)06-07 體館601 沙部魯比
3057,3445,體育－飛輪有氧,(四)08-09 體館601 沙部魯比
3058,3460,工程數學(二),(四)11-13 科航204 蘇昱瑋
3059,3462,中級會計學(二)實習,"(四)11     商305 (四)11     商308 (四)12     商305 (四)12     商308 ,項鼎綸"
3060,3495,微積分(一)實習,(四)11-12 忠307
3061,3499,微積分(一),(四)11-13 忠304 王凱城
3062,3563,大一英文(二)初級,(四)03-04 資電B02 施惠家
3063,3564,大一英文(二)初級,(四)03-04 人503 陳依玲
3064,3565,大一英文(二)初級,(四)03-04 人404 李心馨
3065,3566,大一英文(二)中級,(四)03-04 資電108 王淑真
3066,3567,大一英文(二)中級,(四)03-04 資電410 鄭宜玫
3067,3568,大一英文(二)中級,(四)03-04 資電411 陳秋華
3068,3569,大一英文(二)中級,(四)03-04 忠202 陳函瞳
3069,3570,大一英文(二)中級,(四)03-04 忠201 麥科立
3070,3571,大一英文(二)中級,(四)03-04 資電511 王嘉蘭
3071,3572,大一英文(二)中級,(四)03-04 忠301 余詩芸
3072,3573,大一英文(二)中級,(四)03-04 忠302 吳采玲
3073,3574,大一英文(二)中級,(四)03-04 資電515 羅美文
3074,3575,大一英文(二)中級,(四)03-04 資電512 廖珮珈
3075,3576,大一英文(二)中高級,(四)03-04 人402 蔚賾休
3076,3577,大一英文(二)中高級,(四)03-04 人408 董綺安
3077,3578,大一英文(二)中高級,(四)03-04 人502 何倫佳
3078,3579,大一英文(二)中高級,(四)03-04 人602 劉子瑄
3079,3580,大一英文(二)中高級,(四)03-04 人608 林明洵
3080,3581,大一英文(二)高級,(四)03-04 人702 蔡文雄
3081,3699,大一英文(二)初級,(四)06-07 資電B02 施惠家
3082,3700,大一英文(二)初級,(四)06-07 科航203 李心馨
3083,3701,大一英文(二)中級,(四)06-07 資電102 王淑真
3084,3702,大一英文(二)中級,(四)06-07 資電107 鄭宜玫
3085,3703,大一英文(二)中級,(四)06-07 忠202 余詩芸
3086,3704,大一英文(二)中級,(四)06-07 忠301 吳采玲
3087,3705,大一英文(二)中級,(四)06-07 人408 邱幸珍
3088,3706,大一英文(二)中級,(四)06-07 人502 廖珮珈
3089,3707,大一英文(二)中高級,(四)06-07 人602 陳秀雯
3090,3708,大一英文(二)中高級,(四)06-07 人402 徐惠萍
3091,3709,大一英文(二)中高級,(四)06-07 人702 何倫佳
3092,3710,大一英文(二)中高級,(四)06-07 人708 陳依玲
3093,3711,大一英文(二)高級,(四)06-07 人608 蔡文雄
3094,3845,大學國文(二),(四)01-02 人504 楊美美
3095,3846,大學國文(二),(四)01-02 忠210 張鳳玲
3096,3847,大學國文(二),(四)01-02 忠208 馬嘉賢
3097,3848,大學國文(二),(四)01-02 人404 陳柏全
3098,3849,大學國文(二),(四)01-02 人407 胡淑貞
3099,3850,大學國文(二),(四)01-02 人501 劉志宏
3100,3851,大學國文(二),(四)01-02 人506 周翊雯
3101,3853,大學國文(二),(四)01-02 人605 徐培晃
3102,3854,大學國文(二),(四)03-04 人707 陳憲中
3103,3855,大學國文(二),(四)03-04 忠208 馬嘉賢
3104,3857,大學國文(二),(四)03-04 忠210 張鳳玲
3105,3858,大學國文(二),(四)08-09 人202 陳耔伶
3106,3859,大學國文(二),(四)08-09 人203 邵玉明
3107,3860,大學國文(二),(四)08-09 人B116A 曾愛玲
3108,3861,大學國文(二),(四)08-09 人403 陳柏全
3109,3862,大學國文(二),(四)08-09 人404 陳憲中
3110,3863,大學國文(二),(四)08-09 人406 王惠鈴
3111,3864,大學國文(二),(四)08-09 人706 彭妙卿
3112,3982,經濟學(二),(四)02-04 忠304 陳至還
3113,3983,經濟學(二),(四)02-04 商303 許鈺珮
3114,3984,經濟學(二),(四)02-04 忠B03 王葳
3115,3985,經濟學(二),(四)02-04 忠B08 胡士文
3116,3986,經濟學(二),(四)02-04 忠B01 徐繼達
3117,3994,經濟學(二)實習,"(四)09     忠204 (四)09     語402 (四)10     忠204 (四)10     語402 賴鐘惠,陳祐昇"
3118,3995,經濟學(二)實習,"(四)09     忠210 (四)09     忠309 (四)10     忠210 (四)10     忠309 楊惠琪,王苾芸"
3119,3996,經濟學(二)實習,"(四)06     忠204 (四)06     忠211 (四)07     忠204 (四)07     忠211 王苾芸,陳祐昇"
3120,3997,經濟學(二)實習,"(四)06     忠310 (四)06     語303 (四)07     忠310 (四)07     語303 楊惠琪,賴鐘惠"
3121,4014,管理學,(四)02-04 商309 陳信宏
3122,4015,管理學,(四)02-04 商305 羅芳怡
3123,4017,管理學,(四)02-04 忠B05 郭廸賢
3124,4042,公民參與,(四)03     人604 王建雄
3125,4043,公民參與,(四)04     人606 王建雄
3126,4044,公民參與,(四)03     人607 鄧鈞文
3127,4045,公民參與,(四)04     人605 鄧鈞文
3128,4046,公民參與,(四)06     人606 林賢治
3129,4047,公民參與,(四)07     人504 林賢治
3130,4048,公民參與,(四)06     人505 何景榮
3131,4049,公民參與,(四)07     人406 何景榮
3132,4077,多元文化,(四)03     人706 張志相
3133,4078,多元文化,(四)04     人706 張志相
3134,4079,多元文化,(四)03     人704 曾鼎甲
3135,4080,多元文化,(四)04     人704 曾鼎甲
3136,4081,多元文化,(四)06     人704 張志相
3137,4082,多元文化,(四)07     人704 張志相
3138,4083,多元文化,(四)06     人506 張文昌
3139,4084,多元文化,(四)07     人506 張文昌
3140,4113,社會實踐,(四)04     人604 陳炯志
3141,4114,社會實踐,(四)03     人606 陳炯志
3142,4115,社會實踐,(四)04     人607 陳仲偉
3143,4116,社會實踐,(四)03     人605 陳仲偉
3144,4117,社會實踐,(四)07     人606 陳仲偉
3145,4118,社會實踐,(四)06     人504 陳仲偉
3146,4119,社會實踐,(四)07     人505 陳迪暉
3147,4120,社會實踐,(四)06     人406 陳迪暉
3148,4148,創意思考,(四)04     人203 宋明弘
3149,4149,創意思考,(四)03     人203 宋明弘
3150,4150,創意思考,(四)04     人401 廖世忠
3151,4151,創意思考,(四)03     人401 廖世忠
3152,4152,創意思考,(四)07     人203 廖世忠
3153,4153,創意思考,(四)06     人203 廖世忠
3154,4154,創意思考,(四)07     人202 萬尹亮
3155,4155,創意思考,(四)06     人202 萬尹亮
3156,2984,台灣社會與文化,"(五)01-04 人703 ,王惠鈴"
3157,1257,普通物理實驗(二),(五)02-04 科航102(物實驗室二) 馬仕信
3158,1266,普通化學實驗(二),(五)02-03 工416 (五)04     工202(化學實驗室) 張棋榕
3159,1268,普通物理實驗(二),(五)08-10 科航103(物實驗室三) 蔡雅芝
3160,1290,人造纖維工程(二),(五)03-04 工302 石天威
3161,1293,機動學,(五)06-08 工303 陳錦茂
3162,1325,高等高分子摻合學,(五)08-10 工410 白方正
3163,1327,複合材料製程設計與分析,(五)02-04 工410 邱長塤
3164,4285,全民國防教育軍事訓練(二),"(五)03-04 行政二館205(視聽室) 賴昆厚,謝雪汶"
3165,1192,機械製造(二),(五)03-04 語104 戴國政
3166,1199,機械製造(二),(五)03-04 工305 楊榮顯
3167,1206,機械製造(二),(五)03-04 忠205 劉顯光
3168,1233,齒輪幾何設計,(五)06-08 工209 尹清岩
3169,1236,田口實驗方法,(五)02-04 工204 詹志潔
3170,1359,創新與研發管理,(五)06-08 工416 莊文傑
3171,4286,全民國防教育軍事訓練(二),"(五)03-04 資電222(第三國會廳) 李建勲,林憶穎"
3172,1367,工程經濟,(五)02-04 忠308 郭修暐
3173,1382,人因工程實驗,(五)06-07 工504
3174,1383,人因工程,(五)02-04 工504 唐國豪
3175,4352,下世代產業發展概論,"(五)07-09 工305 王宏鍇,丘紀堇,王逸琦,楊士霆"
3176,1403,高等可靠度工程,(五)06-08 工509 蔣安國
3177,4281,全民國防教育軍事訓練(二),"(五)01-02 資電222(第三國會廳) 洪靜茹,李建勲"
3178,1531,班級活動,(五)06-07 學103 張棋榕
3179,1537,班級活動,(五)06-07 學319 林屏杰
3180,1542,儀器分析,(五)01-02 學319 林屏杰
3181,1546,班級活動,(五)06     學515 陳志賢
3182,1548,班級活動,(五)06     理402 趙雲鵬
3183,1571,微生物生理學,(五)02-04 學705 趙雲鵬
3184,1573,專題研究(二),"(五)11     學514 陳奎佑,張棋榕"
3185,1575,專題研究(四),"(五)11     學514 袁維勵,張棋榕,吳石乙"
3186,1809,綠能科技與產業應用,(五)02-04 科航203 李永明
3187,1816,熱流實驗,(五)02-04 科航201 謝宗翰
3188,1824,熱流實驗,(五)07-09 科航201 謝宗翰
3189,1864,電聲量測與方法(一),"(五)07-09 中科303 劉育成,林栢滄"
3190,1966,熱流學,(五)02-04 語404 成銘德
3191,1979,機電系統設計,(五)07-09 資電B13 徐瑞宏
3192,0031,學術寫作與商業報告,(五)02-04 商804A 賴文祥
3193,0035,套裝軟體-EXCEL,(五)06-07 資電B19(電腦實習室) 黃志銘
3194,0041,套裝軟體-EXCEL,(五)08-09 資電B29(電腦實習室) 劉怡芬
3195,4272,全民國防教育軍事訓練(二),"(五)03-04 紀204(第一國會廳) 周吳龍,洪靜茹"
3196,0080,貨幣銀行學,(五)08-10 忠307 許義忠
3197,0063,中級會計學(二)實習,"(五)06     商204 (五)06     商205 (五)07     商204 (五)07     商205 ,項鼎綸"
3198,0069,統計學(二)實習,(五)03-04 語103 楊子萱
3199,0077,統計學(二),(五)02-04 商308 林文欽
3200,0083,高等會計學(二)實習,(五)01-02 商408
3201,0084,財務管理實習,(五)03     商408 項鼎綸
3202,0105,綠色會計實作專題,"(五)09-10 商202 李元棟,張森河,陳光政"
3203,0090,高等會計學(二)實習,(五)03-04 商203
3204,0091,財務管理實習,(五)02     商203 項鼎綸
3205,0096,高等會計學(二),(五)02-04 商305 林嬌能
3206,0109,企業評價,(五)06-08 商201 陳光政
3207,0114,高等稅務會計,(五)06-08 商1107 鄭竹君
3208,0543,企業倫理與社會責任講座(二),(五)03     學219(第九國會廳) 魏裕中
3209,2385,會計學(二),(五)02-04 忠B03 施念恕
3210,2409,人力資源管理個案研究,(五)02-04 商401 張美燕
3211,2410,公共關係,(五)02-04 商406 劉樹澤
3212,2417,應用程式設計,(五)02-04 行政二館104-電腦實室 駱達彪
3213,2428,人力資源發展,(五)06-08 商102 黃聰輝
3214,2457,服務業行銷,(五)07-09 商503 佘日新
3215,0147,電子商務,(五)02-04 商404 陳怡靜
3216,0150,財務管理,(五)02-04 商106 吳文臨
3217,0163,統計學(二),(五)02-04 忠309 王南喻
3218,0188,大中華與全球政治經濟,(五)07-09 商309 廖啟綱
3219,0191,消費者行為,(五)02-04 商104 林呈昱
3220,0194,WTO與兩岸經貿,(五)02-04 商304 楊明憲
3221,0199,財報分析實務,(五)02-04 商403 梁馨予
3222,0200,大陸與東協台商管理實務,(五)07-09 商305 伍昱睿
3223,0202,班級活動,(五)05     商404 邱世寬
3224,0210,國際企業併購,(五)07-09 商206 林正寶
3225,0213,國際付款條件個案討論,(五)02-04 商206 羅慶龍
3226,0203,班級活動,(五)05     商403 吳文臨
3227,0204,班級活動,(五)05     商304 劉翁昆
3228,0214,企業倫理與社會責任講座(二),(五)05     商808A 韓宜
3229,0220,商用英文溝通(二),(五)06-07 商1202 曾羿凱
3230,0223,國際商業社交,(五)08-09 商1202 曾羿凱
3231,0813,國際企業概論,(五)02-04 商402 夏彼得
3232,0831,組織行為,(五)02-04 商107 陳信宏
3233,0391,會計學(二),(五)02-04 商302 許慧雯
3234,0431,財務管理實習,(五)01     商204
3235,0432,財務管理,(五)02-04 商204 曾子耘
3236,0497,微積分(二)實習,(五)01-02 語205
3237,0512,機率論,(五)02-04 商306 張育瑋
3238,0513,機率論實習,(五)01     商306
3239,0518,統計計算,(五)02-04 紀207(電腦實習室) 劉峰旗
3240,0519,統計計算實習,(五)01     紀207(電腦實習室)
3241,0544,專題討論(二),(五)07     商1011 張育瑋
3242,4395,統計推論,"(五)02-04 商1013 李燊銘,李金上"
3243,0560,會計學(二)實習,(五)01-02 語305 張巧旻
3244,0561,微積分(二)實習,(五)03-04 語302
3245,0567,微積分(二)實習,(五)01-02 語401
3246,0584,投資學,(五)02-04 商201 陳瓊怜
3247,0587,班級活動,(五)05     商208 徐繼達
3248,0588,行銷管理,(五)07-09 商208 王婉禎
3249,0590,計量經濟學實習,(五)01     商208
3250,0601,貨幣銀行學(二),(五)02-04 商208 陳至還
3251,0603,班級活動,(五)05     忠304 彭德昭
3252,0455,會計學(二),(五)02-04 商102 王光華
3253,0466,統計學(二)實習,(五)03-04 人503 李潔
3254,0473,專業外語,(五)06-07 商106 謝佳穎
3255,0474,貨幣銀行學,(五)02-04 商207 楊坤鋒
3256,0759,會計學(二)實習,(五)03-04 科航205 廖偉嘉
3257,0765,會計學(二)實習,(五)03-04 語305 張巧旻
3258,0773,統計學(二),(五)02-04 商311 賴崑榮
3259,0778,統計學(二),(五)02-04 商405 吳進家
3260,0787,品牌設計與行銷企劃,"(五)02-04 科航B102 凱達西,王郁彬,何晉瑋"
3261,0797,服務流程與葡萄酒禮儀,(五)06-07 商403 彭瑞芝
3262,0800,網頁設計與內容行銷,(五)08-10 商301(電腦實習室) 涂耀仁
