,scr_selcode,sub_name,scr_period
3263,0793,品牌設計與行銷企劃,"(五)02-04 科航206 王郁彬,何晉瑋,凱達西"
3264,0794,品牌設計與行銷企劃實習,(五)01     科航206
3265,0643,風險管理,(五)11-13 商202 張吉宏
3266,0644,商事法,(五)11-13 商106 林孟玲
3267,0635,班級活動,(五)14     商203 林孟玲
3268,0657,財產保險,(五)11-13 商104 江朝峯
3269,0659,證券投資學,(五)11-13 商201 鄭銘源
3270,0668,國際企業併購,"(五)11-13 商203 顏上詠,莊晏詞"
3271,0673,保險監理專題研究,(五)11-12 商712 羅俊瑋
3272,0677,民法物權,(五)13-14 商105(實習法庭) 葉德輝
3273,0678,行政法總論,(五)11-12 商105(實習法庭) 林倖如
3274,0679,刑法分則,(五)07-08 商712 蕭宏宜
3275,0696,民事訴訟法(二),(五)02-03 商105(實習法庭) 張升星
3276,0699,實習法庭(二),(五)04     商105(實習法庭) 張升星
3277,0846,電子商務,(五)11-13 商301(電腦實習室) 黃鴻鈞
3278,0850,財務報表分析與企業評價,(五)11-13 商405 蕭子誼
3279,2635,線性代數(二)實習,(五)01-02 理409
3280,2674,物件導向設計(二),(五)02-04 理205 林英志
3281,2677,數學軟體,(五)06-08 理205 郭登堯
3282,2692,多媒體技術與應用(二),(五)07-09 理412B 林英志
3283,2696,普通化學實驗,(五)06-07 工302 (五)08     工202(化學實驗室) 翁于晴
3284,2710,環境生物學,(五)02-04 語204 王唯匡
3285,2724,生物統計,(五)02-04 學101 簡正一
3286,2734,噪音與振動實驗,(五)11-13 理402 吳志超
3287,2742,有害廢棄物管理,(五)02-04 學103 呂建興
3288,2743,毒化物管理概論,(五)06-07 學101 簡正一
3289,2762,環境奈米科技,(五)02-04 理303 林俊德
3290,2790,應用力學,(五)06-08 學104 林昆明
3291,2815,先進光學鍍膜實驗,(五)02-04 學107 張育誠
3292,2831,非晶質材料,(五)02-04 學209 駱榮富
3293,2832,相變化,(五)11-13 學409 蕭世男
3294,2840,電漿診斷,(五)07-09 學409 河合良信
3295,2899,計算機概論,"(五)01-02 工319(電腦實習室) 管志偉,賴俊峰,羅道正"
3296,2915,普通化學(二),(五)07-09 學415 陳志賢
3297,2913,微積分(二)實習,(五)03-04 學415 陳珮綺
3298,2919,電磁學實習(二),(五)01     理413 李欣
3299,2949,微處理器系統,(五)07-09 理211 羅道正
3300,2950,數位影像處理,(五)02-04 資電125(電腦實習室) 劉榮平
3301,2964,先進干涉儀的設計與使用,(五)02-04 理101 艾嘉猷
3302,2869,應用修辭學,(五)03-04 人705 彭妙卿
3303,2874,專業外語,(五)08-09 人505 謝佳穎
3304,2876,古典小說,(五)06-07 人505 陳兆南
3305,2879,應用美學,(五)01-02 人605 王祥齡
3306,2886,廣告文案,(五)06-07 人504 嚴忠政
3307,2893,現當代文學家專題,(五)02-04 人901 鄭慧如
3308,4287,全民國防教育軍事訓練(二),"(五)01-02 男舍B03 黃吉益,劉申元"
3309,2085,新聞英文寫作,(五)03-04 人402 張剛琿
3310,2087,英文作文(六),(五)06-07 人502 闕帝丰
3311,2091,口譯概論,(五)01-02 人502 蔡明秀
3312,2100,英文作文(六),(五)06-07 人402 張剛琿
3313,2112,專題討論,"(五)08-10 人401 劉顯親,莊坤良,王柏婷,王大維,鄭如玉,林育稜"
3314,2116,語言與文化,(五)03-04 人401 林育稜
3315,2126,口譯應用,(五)03-04 人601 蔡明秀
3316,2127,筆譯應用,(五)06-07 人408 蔡明秀
3317,2130,高級寫作,(五)02-04 人1108 沈薇薇
3318,2136,高級翻譯：中譯英,(五)06-08 人1108 林為正
3319,2138,博物館與歷史詮釋,(五)02-04 人910 陳玉苹
3320,2149,社會創新講座(二),(五)11     人202 侯勝宗
3321,2151,公私協力與跨域治理,"(五)06-08 人802 王謙,王克勤"
3322,2154,社會創新講座(二),(五)13     人202 侯勝宗
3323,2159,社會創新講座(四),(五)12     人202 侯勝宗
3324,2160,社會創投與募資,"(五)02-04 人802 侯勝宗,楊家彥"
3325,1417,普通物理-電、磁、光實驗,(五)06-08 科航101(物實驗室一) 周哲仲
3326,1428,微積分(二)實習,(五)01-02 人607
3327,1441,邏輯設計實習,(五)02-04 資電502 陳德生
3328,1454,班級活動,(五)06     資電B06 陳啟鏘
3329,1458,班級活動,(五)06     資電B07 林峰正
3330,1462,班級活動,(五)06     資電B08 陳德生
3331,1466,班級活動,(五)06     資電102 蘇宗安
3332,1471,班級活動,(五)07     資電102 張貴忠
3333,1472,班級活動,(五)07     資電103 李榮三
3334,1473,班級活動,(五)07     資電402 游景盛
3335,1483,研究報告寫作,(五)02-03 資電205 賴榮滄
3336,4316,計算機視覺,(五)06-08 資電311 陳華總
3337,1493,資料庫系統專題,(五)06-08 資電205 英家慶
3338,2243,電子商務安全,(五)11-13 資電404 魏國瑞
3339,1594,微積分(二)實習,(五)01-02 語101
3340,1609,專業外語,(五)06-07 資電107 謝怡帆
3341,1612,專業外語,(五)08-09 資電107 李參
3342,1623,混合式電路設計,(五)02-04 電通306 許恒壽
3343,1630,電子材料分析,(五)06-08 電通306 施仁斌
3344,1632,綠能光電與電子元件,(五)02-04 電通120 劉漢胤
3345,1648,普通物理-電、磁、光實驗,(五)01-03 科航101(物實驗室一) 林碩泰
3346,1660,微積分(二)實習,(五)01-02 忠206 張家豪
3347,1684,微處理機系統實習,(五)02-04 資電330 唐丞譽
3348,1685,班級活動,(五)07     資電B06 李企桓
3349,1687,班級活動,(五)07     資電306 何子儀
3350,1689,班級活動,(五)07     資電B07 蘇恆毅
3351,1691,班級活動,(五)07     資電104 田春林
3352,1693,班級活動,(五)07     資電B03 陳志強
3353,1700,微波電路技術與實務,(五)02-04 資電318 陳志強
3354,1713,微積分(二)實習,(五)01-02 資電306 李承璋
3355,1760,生醫工程專論,"(五)03-05 資電418 葉偉成,葉守正"
3356,1767,隨機過程,(五)07-09 資電418 陳孝武
3357,1768,醫學影像處理,(五)02-04 資電409 劉益瑞
3358,2191,光機電工程(二),(五)02-04 資電B29(電腦實習室) 林宸生
3359,2234,伺服控制(含實驗),(五)06-08 資電403 林昱成
3360,2238,科技英文,(五)02-04 資電102 林賢龍
3361,2251,生醫工程專論,"(五)03-05 資電418 葉偉成,葉守正"
3362,2240,電信交換工程,(五)06-08 資電410 朱嘯秋
3363,2271,普通物理-電、磁、光實驗,(五)08-10 科航102(物實驗室二) 洪耀正
3364,2273,微積分(二)實習,(五)01-02 資電103 魏家茂
3365,2294,JAVA程式語言,(五)02-04 行政二館105-電腦實室 趙啟時
3366,2338,普通物理-電、磁、光實驗,(五)02-04 科航103(物實驗室三) 胡水上
3367,2376,控制系統設計與實務,(五)11-13 資電512 謝聖平
3368,0962,工程倫理,(五)10     忠304 許澤善
3369,0970,結構學(一),(五)02-04 土B03 廖為忠
3370,0996,管理科學,"(五)02     土302(電腦實習室) (五)03-04 土403 黃志偉,林正紋"
3371,0987,鋼筋混凝土(二),(五)06-07 土403 張志超
3372,0923,工程爭議調解仲裁實務,(五)13-14 土B10 羅慶瑞
3373,1016,大地工程防災,(五)12-14 土402A 許澤善
3374,1038,普通物理(二),(五)06-07 土B03 洪耀正
3375,1057,水質分析,(五)07     土509 李漢鏗
3376,1058,水質分析實驗,(五)08-09 環境水質實驗室 李漢鏗
3377,1061,專業外語,(五)01-02 土402A 廖珮珈
3378,1068,生態工程與環境營造,"(五)06-08 人202 葉昭憲,蘇惠珍"
3379,1074,灌溉與排水工程,(五)03-04 土402A 陳昶憲
3380,1065,專業外語,(五)01-02 人401 何倫佳
3381,1085,二維水理分析與模式應用,(五)06-08 土302(電腦實習室) 鍾侑達
3382,2477,經濟學,(五)02-04 紀209B 溫傑華
3383,1633,專題討論(二),"(五)05     忠418 周宜強,王大立,雷祖強,莊永忠,謝政穎,徐逸祥,林映辰,高豫麒,賴美蓉,邱景升,高孟定,劉立偉,劉曜華,周天穎"
3384,4299,全民國防教育軍事訓練(二),"(五)01-02 男舍B11 廖志明,徐敬浩"
3385,1882,程式設計(一),(五)02-04 紀401 林峰正
3386,1890,專業外語,(五)06-07 忠208 林芷瑩
3387,1915,專業外語,(五)03-04 忠210 林芷瑩
3388,2563,土地經濟學(二),(五)02-04 紀209A 陳建元
3389,2564,土地經濟學(二)實習,(五)01     紀209A
3390,2573,地理資訊系統實習,(五)01     忠611(電腦實習室)
3391,2574,地理資訊系統,"(五)02-04 忠611(電腦實習室) 周天穎,葉美伶"
3392,2602,衛星定位測量,(五)02-04 紀111 洪本善
3393,2619,遊憩與休閒資源,(五)02-04 紀108 楊文燦
3394,2622,土地經濟學特論,(五)11-12 紀108 韓乾
3395,0906,工程倫理,(五)11     土402A 許澤善
3396,0909,工程統計,(五)11-12 土B03 何瑞樑
3397,0917,契約與規範,(五)11-12 土B10 羅慶瑞
3398,0928,BIM於物業及設施管理之應用,(五)11-13 土302(電腦實習室) 吳崇弘
3399,0944,雲端專案管理,"(五)11-13 行政二館104-電腦實室 陳國彰,林秋松"
3400,0256,統計學(二)實習,(五)03-04 語101 王怡晴
3401,0259,保險學,(五)02-04 商205 莊明哲
3402,0270,貨幣銀行學,(五)02-04 商202 林昆立
3403,0280,金融機構經營與管理,(五)02-04 商309 陳清和
3404,0291,金融倫理,(五)02-04 科航202 王佳真
3405,0294,專業外語,(五)06-07 商202 陳柏軒
3406,0301,投資組合分析,(五)07-09 商302 劉炳麟
3407,4309,組織行為,(五)02-04 語102 康裕民
3408,0361,保險實務,(五)02-04 語304 江朝峯
3409,0358,財產保險經營與管理,(五)06-08 學219(第九國會廳) 宮可倫
3410,0369,壽險醫學,(五)11-13 商205 呂廣盛
3411,0377,企業風險管理,(五)02-04 商1007 張永郎
3412,0382,統計預測方法,"(五)02-04 商1009 張智凱,呂瑞秋"
3413,2015,金融倫理,(五)02-04 語201 劉炳麟
3414,2017,精算實務與軟體(二),(五)06-08 理203(數電腦室) 梁穎誼
3415,4306,英文寫作,(五)06-08 人B119A 柯馬克
3416,3023,創新專題(2),(五)06-08 科航701 梁辰睿
3417,3040,亞洲藝術,(五)06-08 人B116A 黃怡媜
3418,3042,商事法概論,(五)06-09 人B117A 林俊宏
3419,0024,台灣建築史,(五)06-07 忠204 蔡侑樺
3420,0026,室內設計風格,(五)08-09 忠204 楊竣淞
3421,0020,電腦輔助設計(二),"(五)03-04 工319(電腦實習室) 丹尼爾三多士,盛郁庭"
3422,1129,都市設計專題,"(五)11-13 忠712 黃崇典,楊龍士"
3423,0859,設計表現法,(五)12-14 忠516(建製圖室) 黃郁軒
3424,0862,公民參與,(五)11     忠208 陳如音
3425,0863,社會實踐,(五)12     忠208 陳如音
3426,0878,計劃書寫作,(五)13-14 忠303 魏朝政
3427,0879,景觀植物,(五)11-12 忠303 張莉欣
3428,3048,行政法,(五)11-12 商204 施清火
3429,3072,英語能力檢定考試策略與技巧(二),(五)01-02 人603 施惠家
3430,3073,英語能力檢定考試策略與技巧(二),(五)03-04 人603 施惠家
3431,3099,日文(二),(五)03-04 資電515 張又華
3432,3100,日文(二),(五)06-07 資電515 張又華
3433,3106,觀光日語,(五)03-04 人607 陳雅暄
3434,3139,工業安全,(五)06-08 理407 蘇光偉
3435,3154,鞋類產業行銷通路,(五)02-04 資電B22(視聽室) 魏麗慧
3436,3157,軌道機電系統導論,(五)07-09 語101 蕭永豐
3437,3169,音樂欣賞,(五)03-04 人501 曾韻心
3438,3214,世界音樂賞析,(五)06-07 人404 曾韻心
3439,3215,世界音樂賞析,(五)08-09 人404 曾韻心
3440,4376,電影與性別,(五)08-09 人403 余國強
3441,3227,國防科技與產業發展,(五)03-04 人407 陳振武
3442,3228,創新綠色科技,(五)03-04 語207 朱文祺
3443,3233,肇事科學鑑定實務,(五)03-04 忠207 張漢威
3444,3234,肇事科學鑑定實務,(五)06-07 人403 張漢威
3445,3255,政治學,(五)01-02 人601 林賢治
3446,3256,國際關係,(五)06-07 男舍B11 張子揚
3447,3257,國際關係,(五)08-09 男舍B11 張子揚
3448,3262,心理學整合與發展,(五)01-02 人505 潘才學
3449,3263,心理學整合與發展,(五)03-04 人505 潘才學
3450,3277,社會形象創造專題,(五)03-04 人408 黃千容
3451,3282,時間管理專題,(五)01-02 人402 楊裕仁
3452,3298,3D列印趨勢與應用,(五)08-09 行政二館104-電腦實室 許芳榮
3453,3310,智慧生活與大數據物聯網應用,(五)06-07 行政二館105-電腦實室 簡甫任
3454,3311,探討在台日商管理之文化差異問題,(五)06-07 人401 李豪軒
3455,3312,鑽石寶石及翡翠玉石之賞析鑑定,"(五)06-07 人406 黎龍興,喻家駿"
3456,4359,介紹台灣,(五)03-04 人204 呂正雄
3457,4360,性別與新飲食文化探索,(五)06-07 人506 陳介英
3458,3320,生命科學,(五)11-12 商308 倪秀華
3459,3326,空間科技與生活,(五)13-14 資電104 林建良
3460,3329,綠能與環境,(五)13-14 資電402 傅俊中
3461,4371,專案管理基礎知識培養,(五)11-12 人B119A 林忠勳
3462,4372,熱賣商品創造,(五)13-14 商204 林忠勳
3463,3350,體育－武術,(五)06-07 體館201(第一舞蹈室) 盧裕山
3464,3360,體育-彼拉提斯,(五)06-07 體館202(第二舞蹈室) 趙學瑾
3465,3371,體育－瑜珈,(五)01-02 體館202(第二舞蹈室) 趙學瑾
3466,3375,體育－飛輪有氧,(五)03-04 體館601 汪在莒
3467,3392,體育－桌球,(五)03-04 電通B03 黃建賓
3468,3393,體育－桌球,(五)06-07 電通B03 郭瑞益
3469,3394,體育－桌球,(五)08-09 電通B03 郭瑞益
3470,3401,體育－國術(太極拳),(五)01-02 體館201(第一舞蹈室) 盧裕山
3471,3402,體育－國術(太極拳),(五)03-04 體館201(第一舞蹈室) 盧裕山
3472,3411,體育－游泳,(五)06-07 體館108 楊士欣
3473,3439,體育－健康與塑身,(五)06-07 體館205 汪在莒
3474,3442,體育－瑜珈,(五)03-04 體館202(第二舞蹈室) 趙學瑾
3475,3452,體育－游泳,(五)08-09 體館108 楊士欣
3476,3865,大學國文(二),(五)01-02 忠208 李文琪
3477,3866,大學國文(二),(五)01-02 人503 隋利儀
3478,3867,大學國文(二),(五)01-02 人403 郭怡君
3479,3868,大學國文(二),(五)01-02 人404 王惠鈴
3480,3869,大學國文(二),(五)01-02 人405 曾愛玲
3481,3870,大學國文(二),(五)01-02 人406 林慧咨
3482,3871,大學國文(二),(五)01-02 人407 劉志宏
3483,3872,大學國文(二),(五)01-02 人504 陳立安
3484,3873,大學國文(二),(五)01-02 人501 錢唯真
3485,3874,大學國文(二),(五)01-02 人202 林俞佑
3486,3875,大學國文(二),(五)03-04 人604 李文琪
3487,3876,大學國文(二),(五)03-04 人202 曾愛玲
3488,3877,大學國文(二),(五)03-04 人403 陳立安
3489,3878,大學國文(二),(五)03-04 人606 林慧咨
3490,3879,大學國文(二),(五)03-04 人405 劉志宏
3491,3987,經濟學(二),(五)02-04 忠307 陳盛通
3492,3988,經濟學(二),(五)02-04 忠304 郭祐誠
3493,3989,經濟學(二),(五)02-04 忠305 李文傳
3494,3990,經濟學(二),(五)02-04 商303 徐繼達
3495,3998,經濟學(二)實習,"(五)01     忠211 (五)01     語303 (五)02     忠211 (五)02     語303 王苾芸,陳祐昇"
3496,3999,經濟學(二)實習,"(五)01     忠204 (五)01     語405 (五)02     忠204 (五)02     語405 楊惠琪,賴鐘惠"
3497,4000,經濟學(二)實習,"(五)03     忠204 (五)03     忠211 (五)04     忠204 (五)04     忠211 賴鐘惠,陳祐昇"
3498,4050,公民參與,(五)03     忠209 王謙
3499,4051,公民參與,(五)04     人504 王謙
3500,4052,公民參與,(五)03     人404 王建雄
3501,4053,公民參與,(五)04     人406 王建雄
3502,4085,多元文化,(五)03     人506 何景榮
3503,4086,多元文化,(五)04     人506 何景榮
3504,4087,多元文化,(五)03     人704 曾鼎甲
3505,4088,多元文化,(五)04     人704 曾鼎甲
3506,4121,社會實踐,(五)04     忠209 魏少君
3507,4122,社會實踐,(五)03     人504 魏少君
3508,4123,社會實踐,(五)04     人404 陳炯志
3509,4124,社會實踐,(五)03     人406 陳炯志
3510,4156,創意思考,(五)04     人203 萬尹亮
3511,4157,創意思考,(五)03     人203 萬尹亮
3512,4158,創意思考,(五)04     人B116A 鄭ð·翰
3513,4159,創意思考,(五)03     人B116A 鄭ð·翰
3514,1326,高等染色化學,(六)07-09 商408 張丕勳
3515,0491,企業倫理與社會責任,"(六)02-04 商907 汪浩,黃正忠"
3516,0710,台灣產業問題研討,"(六)02-04 商804A 高承恕,邱世寬,簡士超"
3517,0711,商學博士專題研究(二),"(六)06-08 商804A 江向才,李元恕"
3518,0713,審計與租稅理論專題,"(六)02-04 商705 何艷宏,黃瓊如,翁慈青"
3519,0716,商學博士產學應用專題(四),"(六)06-08 商704 高治中,黃禮林"
3520,0717,產業實習(二),"(六)09     商704 高治中,黃禮林"
3521,0641,合作組織與管理,(六)02-04 人401 陳靜夫
3522,0642,金融法規,(六)02-04 人403 溫士佶
3523,0666,刑法概要,(六)03-04 商402 施清火
3524,0683,法律與財經分析（二）,(六)01-02 商712 林問一
3525,0686,智慧財產權管理與授權,(六)09-10 商712 葉德輝
3526,0701,金融法與保險法,(六)07-08 商712 廖崇宏
3527,0807,商務談判與產業發展專題,"(六)02-04 商405 石天威,謝耀智"
3528,0847,世界經濟與中國趨勢,"(六)02-04 人203 高承恕,董正玫"
3529,0848,兩岸租稅專題,"(六)07-09 商405 謝耀智,李文發"
3530,0849,非營利組織管理專題,"(六)07-09 商403 陳靜夫,于躍門"
3531,0851,審計與公司治理,(六)11-13 商405 江向才
3532,0615,經營管理模式與策略研討,(六)06-08 中科A301 高承恕
3533,0617,高階領導與人力資源管理,(六)02-04 中科A301 邱世寬
3534,0618,策略管理,"(六)06-08 中科A205 林豐智,陳一民"
3535,0621,經營管理專題研討(二),(六)02-04 中科A101 許士軍
3536,0622,顧客關係行銷,(六)02-04 中科A205 李元恕
3537,0623,企業評價與財報分析,"(六)06-08 中科A101 陳貴端,江向才"
3538,0625,企業評價與財報分析,"(六)06-08 中科A102 蕭子誼,陳貴端"
3539,2986,行銷策略,(六)09-11 中科A302 簡士超
3540,2988,當前經營管理問題研討,"(六)06-08 中科A401 ,何晉瑋"
3541,2990,科技與智慧財產權,"(六)09-11 中科A206 施茂林,董正玫"
3542,2991,產業價值鏈與科技管理,"(六)02-04 中科A206 陳一民,黃焜煌"
3543,2994,作業管理,"(六)02-04 中科A202 林棋瑋,鄭豐聰"
3544,2995,組織理論與管理,"(六)09-11 中科A202 汪浩,林欣美"
3545,2998,作業管理,(六)09-11 中科A203 鄭豐聰
3546,2999,組織理論與管理,"(六)02-04 中科A203 吳成豐,羅芳怡"
3547,3002,行銷意象與策略管理,"(六)02-04 中科A201 何晉瑋,林豐智"
3548,3003,設計思維與創新,(六)09-11 中科A201 何明泉
3549,3004,當前經營管理問題研討,(六)06-08 中科A401 何晉瑋
3550,2895,宋人賞物美學專題,(六)03-04 人904 何寄澎
